Node_type;Gene;GEX_celltype_Log2FC_Delta;GEX_celltype_Log2FC_Epsprogenitors;GEX_celltype_Log2FC_Epsilon;GEX_celltype_Log2FC_Fev+Delta;GEX_celltype_Log2FC_Ngn3high;Region;Gene_signature_name
Gene;Kif26a;-3.2477996;2.3512402;-1.9966196;0.10966785;2.328085;chr12:112206364-112207277;Neurod2_+_(303g)
Gene;Kif26a;-3.2477996;2.3512402;-1.9966196;0.10966785;2.328085;chr12:112211732-112212595;Neurod2_+_(303g)
Gene;Rph3al;-0.048875533;0.3254409;-0.010416414;0.16064326;0.29420847;chr11:75876154-75877098;Neurod2_+_(303g)
Gene;Rph3al;-0.048875533;0.3254409;-0.010416414;0.16064326;0.29420847;chr11:75702929-75703878;Neurod2_+_(303g)
Gene;Rph3al;-0.048875533;0.3254409;-0.010416414;0.16064326;0.29420847;chr11:75903257-75903990;Neurod2_+_(303g)
Gene;Rph3al;-0.048875533;0.3254409;-0.010416414;0.16064326;0.29420847;chr11:75939795-75940703;Neurod2_+_(303g)
Gene;Rph3al;-0.048875533;0.3254409;-0.010416414;0.16064326;0.29420847;chr11:75909524-75910367;Neurod2_+_(303g)
Gene;Rph3al;-0.048875533;0.3254409;-0.010416414;0.16064326;0.29420847;chr11:75869651-75870571;Neurod2_+_(303g)
Gene;Rph3al;-0.048875533;0.3254409;-0.010416414;0.16064326;0.29420847;chr11:75866689-75867557;Neurod2_+_(303g)
Gene;Crlf1;-1.3723481;1.4854033;-1.8786696;0.24788152;2.005261;chr8:70451889-70452824;Neurod2_+_(303g)
Gene;Crlf1;-1.3723481;1.4854033;-1.8786696;0.24788152;2.005261;chr8:70570135-70570954;Neurod2_+_(303g)
Gene;Crlf1;-1.3723481;1.4854033;-1.8786696;0.24788152;2.005261;chr8:70422017-70423227;Neurod2_+_(303g)
Gene;Crlf1;-1.3723481;1.4854033;-1.8786696;0.24788152;2.005261;chr8:70415772-70416590;Neurod2_+_(303g)
Gene;Crlf1;-1.3723481;1.4854033;-1.8786696;0.24788152;2.005261;chr8:70445708-70446657;Neurod2_+_(303g)
Gene;Crlf1;-1.3723481;1.4854033;-1.8786696;0.24788152;2.005261;chr8:70342867-70343494;Neurod2_+_(303g)
Gene;Crlf1;-1.3723481;1.4854033;-1.8786696;0.24788152;2.005261;chr8:70397982-70398931;Neurod2_+_(303g)
Gene;1600014C10Rik;-0.67109185;0.42799187;-0.59628165;0.15428686;1.0014188;chr7:38163047-38163953;Neurod2_+_(303g)
Gene;1600014C10Rik;-0.67109185;0.42799187;-0.59628165;0.15428686;1.0014188;chr7:38200492-38201426;Neurod2_+_(303g)
Gene;Rps6ka1;-0.63395274;1.3756632;-0.7507897;-0.074003994;0.9482426;chr4:134020370-134021285;Neurod2_+_(303g)
Gene;Rps6ka1;-0.63395274;1.3756632;-0.7507897;-0.074003994;0.9482426;chr4:133866756-133867706;Neurod2_+_(303g)
Gene;Rps6ka1;-0.63395274;1.3756632;-0.7507897;-0.074003994;0.9482426;chr4:133825596-133826467;Neurod2_+_(303g)
Gene;Rps6ka1;-0.63395274;1.3756632;-0.7507897;-0.074003994;0.9482426;chr4:133896175-133896975;Neurod2_+_(303g)
Gene;Rps6ka1;-0.63395274;1.3756632;-0.7507897;-0.074003994;0.9482426;chr4:134006648-134007531;Neurod2_+_(303g)
Gene;Rps6ka1;-0.63395274;1.3756632;-0.7507897;-0.074003994;0.9482426;chr4:133891679-133892619;Neurod2_+_(303g)
Gene;Rps6ka1;-0.63395274;1.3756632;-0.7507897;-0.074003994;0.9482426;chr4:133729349-133730292;Neurod2_+_(303g)
Gene;Rps6ka1;-0.63395274;1.3756632;-0.7507897;-0.074003994;0.9482426;chr4:134009542-134010491;Neurod2_+_(303g)
Gene;Rps6ka1;-0.63395274;1.3756632;-0.7507897;-0.074003994;0.9482426;chr4:133881258-133882070;Neurod2_+_(303g)
Gene;Rps6ka1;-0.63395274;1.3756632;-0.7507897;-0.074003994;0.9482426;chr4:133793221-133794168;Neurod2_+_(303g)
Gene;Rps6ka1;-0.63395274;1.3756632;-0.7507897;-0.074003994;0.9482426;chr4:133898177-133899178;Neurod2_+_(303g)
Gene;Sema5a;-1.4573321;1.1310203;-1.7143253;-0.19020261;0.9349284;chr15:32323835-32324748;Neurod2_+_(303g)
Gene;Sema5a;-1.4573321;1.1310203;-1.7143253;-0.19020261;0.9349284;chr15:32573961-32574853;Neurod2_+_(303g)
Gene;Sema5a;-1.4573321;1.1310203;-1.7143253;-0.19020261;0.9349284;chr15:32098180-32098989;Neurod2_+_(303g)
Gene;Sema5a;-1.4573321;1.1310203;-1.7143253;-0.19020261;0.9349284;chr15:32533475-32534368;Neurod2_+_(303g)
Gene;Sema5a;-1.4573321;1.1310203;-1.7143253;-0.19020261;0.9349284;chr15:32251335-32252229;Neurod2_+_(303g)
Gene;Sema5a;-1.4573321;1.1310203;-1.7143253;-0.19020261;0.9349284;chr15:32305064-32305993;Neurod2_+_(303g)
Gene;Tmem184a;-0.5604889;0.8996846;-0.2889576;0.38841516;0.74315035;chr5:139732393-139733317;Neurod2_+_(303g)
Gene;Tmem184a;-0.5604889;0.8996846;-0.2889576;0.38841516;0.74315035;chr5:139821642-139822618;Neurod2_+_(303g)
Gene;Tmem184a;-0.5604889;0.8996846;-0.2889576;0.38841516;0.74315035;chr5:139948229-139949207;Neurod2_+_(303g)
Gene;Tmem184a;-0.5604889;0.8996846;-0.2889576;0.38841516;0.74315035;chr5:139688178-139688975;Neurod2_+_(303g)
Gene;Tmem184a;-0.5604889;0.8996846;-0.2889576;0.38841516;0.74315035;chr5:139812785-139813528;Neurod2_+_(303g)
Gene;Eml5;-0.39920864;0.5102187;-0.12372097;0.29928678;0.51442325;chr12:98903850-98904760;Neurod2_+_(303g)
Gene;Eml5;-0.39920864;0.5102187;-0.12372097;0.29928678;0.51442325;chr12:98990899-98992362;Neurod2_+_(303g)
Gene;Eml5;-0.39920864;0.5102187;-0.12372097;0.29928678;0.51442325;chr12:98995883-98996986;Neurod2_+_(303g)
Gene;Eml5;-0.39920864;0.5102187;-0.12372097;0.29928678;0.51442325;chr12:98895924-98896846;Neurod2_+_(303g)
Gene;Eml5;-0.39920864;0.5102187;-0.12372097;0.29928678;0.51442325;chr12:98730407-98731329;Neurod2_+_(303g)
Gene;Eml5;-0.39920864;0.5102187;-0.12372097;0.29928678;0.51442325;chr12:98974006-98974955;Neurod2_+_(303g)
Gene;Eml5;-0.39920864;0.5102187;-0.12372097;0.29928678;0.51442325;chr12:98931034-98931784;Neurod2_+_(303g)
Gene;Eml5;-0.39920864;0.5102187;-0.12372097;0.29928678;0.51442325;chr12:98680236-98681075;Neurod2_+_(303g)
Gene;Eml5;-0.39920864;0.5102187;-0.12372097;0.29928678;0.51442325;chr12:98929745-98930626;Neurod2_+_(303g)
Gene;Flnc;-3.9672232;1.2399685;-0.3445682;0.8595412;2.3338993;chr6:29539325-29540069;Neurod2_+_(303g)
Gene;Flnc;-3.9672232;1.2399685;-0.3445682;0.8595412;2.3338993;chr6:29535022-29535978;Neurod2_+_(303g)
Gene;Flnc;-3.9672232;1.2399685;-0.3445682;0.8595412;2.3338993;chr6:29540121-29540747;Neurod2_+_(303g)
Gene;Flnc;-3.9672232;1.2399685;-0.3445682;0.8595412;2.3338993;chr6:29523590-29524527;Neurod2_+_(303g)
Gene;Pth1r;-25.144083;1.9302672;-1.0873694;-0.55232817;2.0758324;chr9:110736115-110737036;Neurod2_+_(303g)
Gene;Pth1r;-25.144083;1.9302672;-1.0873694;-0.55232817;2.0758324;chr9:110719706-110720599;Neurod2_+_(303g)
Gene;Upk3bl;-2.019858;2.0259373;0.280601;1.1095461;2.0736525;chr5:135920083-135921017;Neurod2_+_(303g)
Gene;Upk3bl;-2.019858;2.0259373;0.280601;1.1095461;2.0736525;chr5:136148730-136149646;Neurod2_+_(303g)
Gene;Upk3bl;-2.019858;2.0259373;0.280601;1.1095461;2.0736525;chr5:136163776-136164659;Neurod2_+_(303g)
Gene;Upk3bl;-2.019858;2.0259373;0.280601;1.1095461;2.0736525;chr5:136123331-136124207;Neurod2_+_(303g)
Gene;Upk3bl;-2.019858;2.0259373;0.280601;1.1095461;2.0736525;chr5:136002178-136003083;Neurod2_+_(303g)
Gene;Upk3bl;-2.019858;2.0259373;0.280601;1.1095461;2.0736525;chr5:136056835-136057759;Neurod2_+_(303g)
Gene;Upk3bl;-2.019858;2.0259373;0.280601;1.1095461;2.0736525;chr5:136191691-136192603;Neurod2_+_(303g)
Gene;Upk3bl;-2.019858;2.0259373;0.280601;1.1095461;2.0736525;chr5:136066220-136067200;Neurod2_+_(303g)
Gene;Pax4;-2.1526575;0.052642155;-1.7962155;0.22523293;1.8569063;chr6:28448830-28449663;Neurod2_+_(303g)
Gene;Pax4;-2.1526575;0.052642155;-1.7962155;0.22523293;1.8569063;chr6:28516364-28517257;Neurod2_+_(303g)
Gene;Pax4;-2.1526575;0.052642155;-1.7962155;0.22523293;1.8569063;chr6:28393776-28394775;Neurod2_+_(303g)
Gene;Tmem185a;-1.5289916;0.61834544;0.34809068;0.9490828;1.0395867;chrX:70572332-70573241;Neurod2_+_(303g)
Gene;Tmem185a;-1.5289916;0.61834544;0.34809068;0.9490828;1.0395867;chrX:70345902-70346817;Neurod2_+_(303g)
Gene;Tmem185a;-1.5289916;0.61834544;0.34809068;0.9490828;1.0395867;chrX:70336294-70337035;Neurod2_+_(303g)
Gene;Rnf220;-1.568326;0.4874237;-1.2589163;0.101952456;1.4917196;chr4:117317345-117318221;Neurod2_+_(303g)
Gene;Rnf220;-1.568326;0.4874237;-1.2589163;0.101952456;1.4917196;chr4:117528599-117529204;Neurod2_+_(303g)
Gene;Rnf220;-1.568326;0.4874237;-1.2589163;0.101952456;1.4917196;chr4:117404337-117405283;Neurod2_+_(303g)
Gene;Rnf220;-1.568326;0.4874237;-1.2589163;0.101952456;1.4917196;chr4:117415403-117416361;Neurod2_+_(303g)
Gene;Rnf220;-1.568326;0.4874237;-1.2589163;0.101952456;1.4917196;chr4:117283080-117283941;Neurod2_+_(303g)
Gene;Rnf220;-1.568326;0.4874237;-1.2589163;0.101952456;1.4917196;chr4:117261897-117262840;Neurod2_+_(303g)
Gene;Map3k15;-0.5292432;0.9940177;-0.173844;0.31331342;1.2093942;chrX:160066746-160067695;Neurod2_+_(303g)
Gene;Map3k15;-0.5292432;0.9940177;-0.173844;0.31331342;1.2093942;chrX:159979192-159980057;Neurod2_+_(303g)
Gene;Map3k15;-0.5292432;0.9940177;-0.173844;0.31331342;1.2093942;chrX:159989742-159990668;Neurod2_+_(303g)
Gene;Map3k15;-0.5292432;0.9940177;-0.173844;0.31331342;1.2093942;chrX:159954243-159955095;Neurod2_+_(303g)
Gene;Map3k15;-0.5292432;0.9940177;-0.173844;0.31331342;1.2093942;chrX:159977534-159978418;Neurod2_+_(303g)
Gene;Map3k15;-0.5292432;0.9940177;-0.173844;0.31331342;1.2093942;chrX:159960969-159961905;Neurod2_+_(303g)
Gene;Epha8;-0.7561223;1.6292356;-1.4537966;-0.7489892;2.377209;chr4:136887671-136888570;Neurod2_+_(303g)
Gene;Epha8;-0.7561223;1.6292356;-1.4537966;-0.7489892;2.377209;chr4:136786453-136787390;Neurod2_+_(303g)
Gene;Epha8;-0.7561223;1.6292356;-1.4537966;-0.7489892;2.377209;chr4:136949107-136950071;Neurod2_+_(303g)
Gene;Epha8;-0.7561223;1.6292356;-1.4537966;-0.7489892;2.377209;chr4:136937029-136937982;Neurod2_+_(303g)
Gene;Epha8;-0.7561223;1.6292356;-1.4537966;-0.7489892;2.377209;chr4:136912456-136913352;Neurod2_+_(303g)
Gene;Epha8;-0.7561223;1.6292356;-1.4537966;-0.7489892;2.377209;chr4:137015654-137016591;Neurod2_+_(303g)
Gene;Epha8;-0.7561223;1.6292356;-1.4537966;-0.7489892;2.377209;chr4:136976990-136977923;Neurod2_+_(303g)
Gene;Epha8;-0.7561223;1.6292356;-1.4537966;-0.7489892;2.377209;chr4:136914242-136915187;Neurod2_+_(303g)
Gene;Epha8;-0.7561223;1.6292356;-1.4537966;-0.7489892;2.377209;chr4:136968920-136969896;Neurod2_+_(303g)
Gene;Epha8;-0.7561223;1.6292356;-1.4537966;-0.7489892;2.377209;chr4:136916518-136918098;Neurod2_+_(303g)
Gene;Epha8;-0.7561223;1.6292356;-1.4537966;-0.7489892;2.377209;chr4:136824948-136825895;Neurod2_+_(303g)
Gene;Plk5;-1.9717767;1.3909239;-1.3844968;0.6371744;1.6698318;chr10:80444135-80445099;Neurod2_+_(303g)
Gene;Plk5;-1.9717767;1.3909239;-1.3844968;0.6371744;1.6698318;chr10:80308660-80309580;Neurod2_+_(303g)
Gene;Plk5;-1.9717767;1.3909239;-1.3844968;0.6371744;1.6698318;chr10:80310353-80311226;Neurod2_+_(303g)
Gene;Plk5;-1.9717767;1.3909239;-1.3844968;0.6371744;1.6698318;chr10:80437694-80438599;Neurod2_+_(303g)
Gene;5730522E02Rik;-0.76109;0.91601175;-1.1792686;0.11421773;1.2643305;chr11:26310799-26311703;Neurod2_+_(303g)
Gene;Btbd17;-1.7026016;1.4353995;-0.37362078;0.81267697;1.8822117;chr11:114930909-114931863;Neurod2_+_(303g)
Gene;Btbd17;-1.7026016;1.4353995;-0.37362078;0.81267697;1.8822117;chr11:114741239-114742203;Neurod2_+_(303g)
Gene;Btbd17;-1.7026016;1.4353995;-0.37362078;0.81267697;1.8822117;chr11:114893441-114894414;Neurod2_+_(303g)
Gene;Btbd17;-1.7026016;1.4353995;-0.37362078;0.81267697;1.8822117;chr11:114822624-114823448;Neurod2_+_(303g)
Gene;Btbd17;-1.7026016;1.4353995;-0.37362078;0.81267697;1.8822117;chr11:114795035-114795898;Neurod2_+_(303g)
Gene;Btbd17;-1.7026016;1.4353995;-0.37362078;0.81267697;1.8822117;chr11:114696265-114697167;Neurod2_+_(303g)
Gene;Btbd17;-1.7026016;1.4353995;-0.37362078;0.81267697;1.8822117;chr11:114774805-114775770;Neurod2_+_(303g)
Gene;Fam53b;-2.2172117;1.841497;-0.7829147;0.09484743;1.5888362;chr7:132808624-132809569;Neurod2_+_(303g)
Gene;Fam53b;-2.2172117;1.841497;-0.7829147;0.09484743;1.5888362;chr7:132776470-132777438;Neurod2_+_(303g)
Gene;Fam53b;-2.2172117;1.841497;-0.7829147;0.09484743;1.5888362;chr7:132729175-132730103;Neurod2_+_(303g)
Gene;Fam53b;-2.2172117;1.841497;-0.7829147;0.09484743;1.5888362;chr7:132753633-132754523;Neurod2_+_(303g)
Gene;Fam53b;-2.2172117;1.841497;-0.7829147;0.09484743;1.5888362;chr7:132672143-132672995;Neurod2_+_(303g)
Gene;Fam53b;-2.2172117;1.841497;-0.7829147;0.09484743;1.5888362;chr7:132699861-132700916;Neurod2_+_(303g)
Gene;Fam53b;-2.2172117;1.841497;-0.7829147;0.09484743;1.5888362;chr7:132720277-132721211;Neurod2_+_(303g)
Gene;Fam53b;-2.2172117;1.841497;-0.7829147;0.09484743;1.5888362;chr7:132704387-132705202;Neurod2_+_(303g)
Gene;Fam53b;-2.2172117;1.841497;-0.7829147;0.09484743;1.5888362;chr7:132894823-132895770;Neurod2_+_(303g)
Gene;Fam53b;-2.2172117;1.841497;-0.7829147;0.09484743;1.5888362;chr7:132718202-132719114;Neurod2_+_(303g)
Gene;Fam53b;-2.2172117;1.841497;-0.7829147;0.09484743;1.5888362;chr7:132696986-132697870;Neurod2_+_(303g)
Gene;Fam53b;-2.2172117;1.841497;-0.7829147;0.09484743;1.5888362;chr7:132759710-132760656;Neurod2_+_(303g)
Gene;Nhlh1;-4.966994;1.7968645;-1.9436243;0.79521996;2.9888103;chr1:172058686-172059533;Neurod2_+_(303g)
Gene;Nhlh1;-4.966994;1.7968645;-1.9436243;0.79521996;2.9888103;chr1:171938990-171939931;Neurod2_+_(303g)
Gene;Nhlh1;-4.966994;1.7968645;-1.9436243;0.79521996;2.9888103;chr1:171946097-171947056;Neurod2_+_(303g)
Gene;Nhlh1;-4.966994;1.7968645;-1.9436243;0.79521996;2.9888103;chr1:172057253-172058168;Neurod2_+_(303g)
Gene;Nhlh1;-4.966994;1.7968645;-1.9436243;0.79521996;2.9888103;chr1:172071376-172072229;Neurod2_+_(303g)
Gene;Nhlh1;-4.966994;1.7968645;-1.9436243;0.79521996;2.9888103;chr1:172049183-172050060;Neurod2_+_(303g)
Gene;Nhlh1;-4.966994;1.7968645;-1.9436243;0.79521996;2.9888103;chr1:172131991-172132906;Neurod2_+_(303g)
Gene;Nhlh1;-4.966994;1.7968645;-1.9436243;0.79521996;2.9888103;chr1:172060906-172061779;Neurod2_+_(303g)
Gene;Cdhr2;0.5065255;1.3129228;0.5620027;0.4398348;0.7473689;chr13:54863809-54864772;Neurod2_+_(303g)
Gene;Cdhr2;0.5065255;1.3129228;0.5620027;0.4398348;0.7473689;chr13:54847388-54848277;Neurod2_+_(303g)
Gene;Cdhr2;0.5065255;1.3129228;0.5620027;0.4398348;0.7473689;chr13:54884149-54884915;Neurod2_+_(303g)
Gene;Cdhr2;0.5065255;1.3129228;0.5620027;0.4398348;0.7473689;chr13:54874231-54875167;Neurod2_+_(303g)
Gene;Cdhr2;0.5065255;1.3129228;0.5620027;0.4398348;0.7473689;chr13:54794267-54795258;Neurod2_+_(303g)
Gene;Cdhr2;0.5065255;1.3129228;0.5620027;0.4398348;0.7473689;chr13:54878928-54879878;Neurod2_+_(303g)
Gene;Cdhr2;0.5065255;1.3129228;0.5620027;0.4398348;0.7473689;chr13:54814563-54816203;Neurod2_+_(303g)
Gene;Cdhr2;0.5065255;1.3129228;0.5620027;0.4398348;0.7473689;chr13:54886094-54886932;Neurod2_+_(303g)
Gene;Cdhr2;0.5065255;1.3129228;0.5620027;0.4398348;0.7473689;chr13:54837331-54838171;Neurod2_+_(303g)
Gene;Nek6;-1.0519705;1.4985671;-1.3582678;-0.34290287;1.4572312;chr2:38658163-38659073;Neurod2_+_(303g)
Gene;Nek6;-1.0519705;1.4985671;-1.3582678;-0.34290287;1.4572312;chr2:38417718-38418631;Neurod2_+_(303g)
Gene;Nek6;-1.0519705;1.4985671;-1.3582678;-0.34290287;1.4572312;chr2:38542928-38543876;Neurod2_+_(303g)
Gene;Nek6;-1.0519705;1.4985671;-1.3582678;-0.34290287;1.4572312;chr2:38394828-38395789;Neurod2_+_(303g)
Gene;Nek6;-1.0519705;1.4985671;-1.3582678;-0.34290287;1.4572312;chr2:38530729-38531632;Neurod2_+_(303g)
Gene;Ssc5d;-1.181701;0.60473037;1.0924273;0.5212048;1.166335;chr7:4783492-4784413;Neurod2_+_(303g)
Gene;Kcnip3;-1.9308927;1.2172928;0.24770142;0.9321479;1.246414;chr2:127511192-127512031;Neurod2_+_(303g)
Gene;Kcnip3;-1.9308927;1.2172928;0.24770142;0.9321479;1.246414;chr2:127516819-127517651;Neurod2_+_(303g)
Gene;Kcnip3;-1.9308927;1.2172928;0.24770142;0.9321479;1.246414;chr2:127371133-127372090;Neurod2_+_(303g)
Gene;Kcnip3;-1.9308927;1.2172928;0.24770142;0.9321479;1.246414;chr2:127502288-127503123;Neurod2_+_(303g)
Gene;Kcnip3;-1.9308927;1.2172928;0.24770142;0.9321479;1.246414;chr2:127514353-127515256;Neurod2_+_(303g)
Gene;Kcnip3;-1.9308927;1.2172928;0.24770142;0.9321479;1.246414;chr2:127324836-127325713;Neurod2_+_(303g)
Gene;Kcnip3;-1.9308927;1.2172928;0.24770142;0.9321479;1.246414;chr2:127342730-127343577;Neurod2_+_(303g)
Gene;Kcnip3;-1.9308927;1.2172928;0.24770142;0.9321479;1.246414;chr2:127521827-127522567;Neurod2_+_(303g)
Gene;Kcnip3;-1.9308927;1.2172928;0.24770142;0.9321479;1.246414;chr2:127518091-127518968;Neurod2_+_(303g)
Gene;Ptprs;-0.43721208;0.6622652;-0.50654817;0.5660665;0.82977736;chr17:56470898-56471696;Neurod2_+_(303g)
Gene;Ptprs;-0.43721208;0.6622652;-0.50654817;0.5660665;0.82977736;chr17:56453430-56454381;Neurod2_+_(303g)
Gene;Ptprs;-0.43721208;0.6622652;-0.50654817;0.5660665;0.82977736;chr17:56553964-56554889;Neurod2_+_(303g)
Gene;Ptprs;-0.43721208;0.6622652;-0.50654817;0.5660665;0.82977736;chr17:56514560-56515193;Neurod2_+_(303g)
Gene;Ptprs;-0.43721208;0.6622652;-0.50654817;0.5660665;0.82977736;chr17:56307823-56308732;Neurod2_+_(303g)
Gene;Cyfip2;0.11227236;0.27674448;-0.10139731;-0.23270263;0.16956325;chr11:46116225-46117127;Neurod2_+_(303g)
Gene;Cyfip2;0.11227236;0.27674448;-0.10139731;-0.23270263;0.16956325;chr11:46360934-46362065;Neurod2_+_(303g)
Gene;Sh3kbp1;-1.7629063;0.48139134;-0.835684;0.3467815;0.8220502;chrX:159989742-159990668;Neurod2_+_(303g)
Gene;Sh3kbp1;-1.7629063;0.48139134;-0.835684;0.3467815;0.8220502;chrX:159689651-159690623;Neurod2_+_(303g)
Gene;Sh3kbp1;-1.7629063;0.48139134;-0.835684;0.3467815;0.8220502;chrX:159960969-159961905;Neurod2_+_(303g)
Gene;Sh3kbp1;-1.7629063;0.48139134;-0.835684;0.3467815;0.8220502;chrX:160066746-160067695;Neurod2_+_(303g)
Gene;Sh3kbp1;-1.7629063;0.48139134;-0.835684;0.3467815;0.8220502;chrX:159977534-159978418;Neurod2_+_(303g)
Gene;Sh3kbp1;-1.7629063;0.48139134;-0.835684;0.3467815;0.8220502;chrX:159979192-159980057;Neurod2_+_(303g)
Gene;Sh3kbp1;-1.7629063;0.48139134;-0.835684;0.3467815;0.8220502;chrX:159707789-159708729;Neurod2_+_(303g)
Gene;Sh3kbp1;-1.7629063;0.48139134;-0.835684;0.3467815;0.8220502;chrX:159954243-159955095;Neurod2_+_(303g)
Gene;Sh3kbp1;-1.7629063;0.48139134;-0.835684;0.3467815;0.8220502;chrX:159828922-159829838;Neurod2_+_(303g)
Gene;Fndc9;-0.07953078;0.9856966;0.058124408;0.021943165;0.65090215;chr11:46360934-46362065;Neurod2_+_(303g)
Gene;Mxd1;-0.7753465;0.4608564;-0.8500209;0.11734931;0.8838249;chr6:86796292-86796792;Neurod2_+_(303g)
Gene;Mxd1;-0.7753465;0.4608564;-0.8500209;0.11734931;0.8838249;chr6:86630085-86631024;Neurod2_+_(303g)
Gene;Mxd1;-0.7753465;0.4608564;-0.8500209;0.11734931;0.8838249;chr6:86640806-86641765;Neurod2_+_(303g)
Gene;Mxd1;-0.7753465;0.4608564;-0.8500209;0.11734931;0.8838249;chr6:86529529-86530452;Neurod2_+_(303g)
Gene;St6galnac4;-0.6657634;0.623844;-1.1537282;0.5021886;1.2566856;chr2:32589269-32590096;Neurod2_+_(303g)
Gene;St6galnac4;-0.6657634;0.623844;-1.1537282;0.5021886;1.2566856;chr2:32623986-32624703;Neurod2_+_(303g)
Gene;St6galnac4;-0.6657634;0.623844;-1.1537282;0.5021886;1.2566856;chr2:32596461-32597393;Neurod2_+_(303g)
Gene;St6galnac4;-0.6657634;0.623844;-1.1537282;0.5021886;1.2566856;chr2:32507539-32508470;Neurod2_+_(303g)
Gene;St6galnac4;-0.6657634;0.623844;-1.1537282;0.5021886;1.2566856;chr2:32567936-32568810;Neurod2_+_(303g)
Gene;St6galnac4;-0.6657634;0.623844;-1.1537282;0.5021886;1.2566856;chr2:32620951-32621882;Neurod2_+_(303g)
Gene;Rhbdl3;-1.1820898;0.20809284;-0.8628895;-0.19967136;0.79327726;chr11:80315777-80316649;Neurod2_+_(303g)
Gene;Rhbdl3;-1.1820898;0.20809284;-0.8628895;-0.19967136;0.79327726;chr11:80284455-80285457;Neurod2_+_(303g)
Gene;Rhbdl3;-1.1820898;0.20809284;-0.8628895;-0.19967136;0.79327726;chr11:80312317-80313265;Neurod2_+_(303g)
Gene;Rhbdl3;-1.1820898;0.20809284;-0.8628895;-0.19967136;0.79327726;chr11:80279003-80279933;Neurod2_+_(303g)
Gene;Rhbdl3;-1.1820898;0.20809284;-0.8628895;-0.19967136;0.79327726;chr11:80292181-80293125;Neurod2_+_(303g)
Gene;Rhbdl3;-1.1820898;0.20809284;-0.8628895;-0.19967136;0.79327726;chr11:80310966-80311872;Neurod2_+_(303g)
Gene;Qdpr;-1.1024466;0.49976903;-0.013092432;-0.123544745;0.55392605;chr5:45443986-45444939;Neurod2_+_(303g)
Gene;Qdpr;-1.1024466;0.49976903;-0.013092432;-0.123544745;0.55392605;chr5:45440494-45441328;Neurod2_+_(303g)
Gene;Qdpr;-1.1024466;0.49976903;-0.013092432;-0.123544745;0.55392605;chr5:45496778-45497649;Neurod2_+_(303g)
Gene;Grik2;-1.7257733;1.4636036;-0.4553424;0.9764903;1.970345;chr10:49368257-49369143;Neurod2_+_(303g)
Gene;Grik2;-1.7257733;1.4636036;-0.4553424;0.9764903;1.970345;chr10:49780146-49781050;Neurod2_+_(303g)
Gene;Grik2;-1.7257733;1.4636036;-0.4553424;0.9764903;1.970345;chr10:49559750-49560635;Neurod2_+_(303g)
Gene;Grik2;-1.7257733;1.4636036;-0.4553424;0.9764903;1.970345;chr10:48972624-48973527;Neurod2_+_(303g)
Gene;Grik2;-1.7257733;1.4636036;-0.4553424;0.9764903;1.970345;chr10:49149390-49150376;Neurod2_+_(303g)
Gene;Grik2;-1.7257733;1.4636036;-0.4553424;0.9764903;1.970345;chr10:49381566-49382465;Neurod2_+_(303g)
Gene;Ajap1;-3.1561365;2.0224907;-1.9044346;0.654716;2.6944947;chr4:153592952-153593870;Neurod2_+_(303g)
Gene;Ajap1;-3.1561365;2.0224907;-1.9044346;0.654716;2.6944947;chr4:153368325-153369208;Neurod2_+_(303g)
Gene;Ajap1;-3.1561365;2.0224907;-1.9044346;0.654716;2.6944947;chr4:153615824-153616726;Neurod2_+_(303g)
Gene;Ajap1;-3.1561365;2.0224907;-1.9044346;0.654716;2.6944947;chr4:153576593-153577530;Neurod2_+_(303g)
Gene;Ajap1;-3.1561365;2.0224907;-1.9044346;0.654716;2.6944947;chr4:153421766-153422701;Neurod2_+_(303g)
Gene;Ajap1;-3.1561365;2.0224907;-1.9044346;0.654716;2.6944947;chr4:153559956-153560795;Neurod2_+_(303g)
Gene;Inppl1;-1.3032225;0.79527694;-1.1051136;0.48231453;1.5858899;chr7:101729271-101730203;Neurod2_+_(303g)
Gene;Inppl1;-1.3032225;0.79527694;-1.1051136;0.48231453;1.5858899;chr7:101702680-101703607;Neurod2_+_(303g)
Gene;Inppl1;-1.3032225;0.79527694;-1.1051136;0.48231453;1.5858899;chr7:101834012-101834940;Neurod2_+_(303g)
Gene;Inppl1;-1.3032225;0.79527694;-1.1051136;0.48231453;1.5858899;chr7:101941069-101941918;Neurod2_+_(303g)
Gene;Inppl1;-1.3032225;0.79527694;-1.1051136;0.48231453;1.5858899;chr7:101837652-101838595;Neurod2_+_(303g)
Gene;Septin3;-0.18112512;0.670631;-0.5825739;0.37175527;1.4253047;chr15:82184629-82185435;Neurod2_+_(303g)
Gene;Septin3;-0.18112512;0.670631;-0.5825739;0.37175527;1.4253047;chr15:82290121-82290992;Neurod2_+_(303g)
Gene;Septin3;-0.18112512;0.670631;-0.5825739;0.37175527;1.4253047;chr15:82135081-82136054;Neurod2_+_(303g)
Gene;Septin3;-0.18112512;0.670631;-0.5825739;0.37175527;1.4253047;chr15:82374047-82375090;Neurod2_+_(303g)
Gene;Septin3;-0.18112512;0.670631;-0.5825739;0.37175527;1.4253047;chr15:82195936-82196915;Neurod2_+_(303g)
Gene;Septin3;-0.18112512;0.670631;-0.5825739;0.37175527;1.4253047;chr15:82277261-82278147;Neurod2_+_(303g)
