Marker peaks Fev+ Delta;p_val;avg_log2FC;pct.1;pct.2;p_val_adj
18-46373222-46374117;403535365937145;467146110682316;115;81;1
15-79950260-79951139;40367799295956;-477893135257444;105;149;1
9-75559070-75559971;404233804609826;287717203768889;405;353;1
X-50605090-50605972;404272642976612;498967438857862;122;87;1
16-14705240-14706186;40458122150492;-362550187983128;243;293;1
12-108829228-108830152;404656487688751;294112741932939;274;221;1
17-34135040-34135953;404812185443982;-295578326409229;314;365;1
2-31870516-31871398;404863260780576;479385892667509;125;91;1
11-23148003-23148875;404927017506766;498544599153767;105;73;1
X-150440520-150441457;405175592181982;-629312872174596;71;108;1
8-70476504-70477429;405305111734636;-256306394046639;365;414;1
12-100265667-100266590;405309210620152;513105767761939;108;75;1
1-52665633-52666529;405329796813267;476853463689922;111;78;1
4-154400129-154401097;40580547266281;494521461532633;115;82;1
2-22744490-22745345;405924893461049;-292599029023667;334;385;1
3-36520958-36521905;406009368390545;-619018107129453;71;108;1
2-28195449-28196336;406156697215297;348820382243842;193;148;1
4-48586250-48587104;406222360963671;354158408014093;209;165;1
12-80816386-80817270;406258706681895;4427883631865;145;108;1
12-104184104-104185049;406365434178816;46500263172764;125;0.09;1
10-75364261-75365081;4064337801616;-594811309513444;81;0.12;1
5-75157053-75157733;406570709673531;433285091094952;118;84;1
11-101175797-101176652;406709394749708;552654679544591;105;73;1
4-123956923-123957824;407040202154379;371411178803423;172;0.13;1
6-89008484-89009380;40724586498674;-577958334448158;78;116;1
17-4997204-4997909;407311089510407;494776121193993;115;82;1
16-18617319-18618220;407444382163;366107614336175;209;165;1
4-154643300-154644215;407511606750902;435699722590335;155;118;1
1-34218088-34218993;407799545863122;-584798003579726;64;102;1
11-8468241-8469159;407853123841303;-374676776116448;176;224;1
12-111671914-111672809;408217703321494;313400961722671;257;205;1
12-51767188-51768116;408389073704086;363092184485985;209;164;1
7-79841966-79842865;408460333561601;-598964519705206;78;116;1
17-72602892-72603759;40850799238652;-661623910014562;84;122;1
7-139773064-139773979;408726032248255;-65724726393612;74;0.11;1
4-53779392-53780304;408884140848097;502619786926372;108;76;1
3-26827008-26827931;408955353381005;39129292330176;196;0.15;1
11-77467737-77468436;408970263382499;521658718543364;108;76;1
8-120498630-120499552;409117635079225;276153231458258;307;251;1
8-119699542-119700388;409519773489069;-333503063189148;169;225;1
6-93742234-93743764;409717401948635;525172813105609;101;0.07;1
7-141041189-141042048;409781987866433;479249041380848;125;0.09;1
6-29916614-29917481;410503930276296;-275646096044256;331;377;1
6-115993124-115993824;410891026385177;403991127892797;169;0.13;1
9-79714302-79715173;411422315317661;554034704686612;105;74;1
11-119602645-119603510;411453807308472;-291635541495467;301;351;1
13-54309044-54309921;411776796493054;599994869447784;108;78;1
13-98768127-98769042;412018465805732;45429105110534;152;114;1
7-34484779-34485690;412619333581792;307864425570745;247;198;1
2-31263568-31264539;412647130871399;285800615636217;264;211;1
10-85103506-85104240;413196505381151;-642379941686817;68;104;1
1-39867722-39868657;413395858604257;499975616229283;142;108;1
8-122651161-122651999;413647384102812;451938032078942;132;96;1
7-39449049-39449923;414007491286185;277222516249709;378;326;1
15-101369820-101370780;414022636413874;-424184601501025;203;247;1
2-33205622-33206549;414260786631949;350688530182702;189;145;1
11-105123694-105124611;414353113202268;481020092490823;122;88;1
8-81259801-81260727;415054733044827;406327863818565;176;135;1
1-171379699-171380606;415137036791933;-581057013430581;88;128;1
7-90426010-90426913;415155167496521;-414208538236289;166;215;1
13-97892302-97893150;415175640169439;-331505896951904;199;247;1
7-25711526-25712442;415474939126847;335554210147955;209;164;1
10-5550159-5551076;415552081269577;364356382758785;193;0.15;1
15-89464816-89465728;415574120922941;-474331364761;105;148;1
11-121702011-121702893;415704081272653;27163604317405;314;261;1
9-46411434-46412337;415790795325374;517730782993204;105;74;1
9-36796852-36797714;415818468451798;-299858838170934;338;391;1
2-73012378-73013288;416017766091644;-263185792942594;0.22;276;1
17-28006896-28007889;416029151151383;-533846145482464;105;146;1
18-4853152-4854107;416247003440208;338132437590383;193;148;1
13-28684047-28684946;416261384450448;38115380289744;182;141;1
2-118861516-118862414;416828433791543;-311808271680565;0.25;306;1
1-156089753-156090662;416894498062932;332821841710668;233;187;1
2-103302873-103303677;417161382936705;40619690426856;118;84;1
8-117470018-117470891;417446362007349;-281514318846958;311;362;1
2-165281565-165282500;417461685863127;511579660401609;101;0.07;1
4-128890905-128891822;417516146484407;330131589664034;209;164;1
8-126434850-126435761;417518556971312;543136311639818;105;74;1
16-52134467-52135412;417976660078297;508096461379241;101;0.07;1
6-14900659-14901379;417990283470275;259314531879099;324;0.27;1
4-117303985-117304890;418001136111749;-455794522709961;84;126;1
16-30602809-30603742;418105794461674;357521252471567;243;204;1
6-128358754-128359664;418231367778185;435231542827588;111;78;1
19-6401149-6402063;41827217226416;378838646818345;172;131;1
2-26202695-26203265;4186632392698;537445851380106;101;71;1
10-77158340-77159215;419112797219923;-535526891668624;108;149;1
15-78844561-78845596;419141785028445;455102762806425;118;85;1
17-64202896-64203820;419616688306576;569805254365062;101;71;1
11-45471872-45472789;41963604020536;353822729394947;189;147;1
15-39847903-39848847;419846345567442;41108298852728;149;111;1
6-140841301-140842187;419906304341748;496277560974143;118;85;1
5-66150752-66151567;419931180379482;-308113535097115;206;258;1
10-84621997-84622932;420403446909104;-278643067784432;348;398;1
19-9065860-9066790;42056434054551;372507111497659;189;146;1
19-56873701-56874665;421061171242622;295593446617373;328;279;1
7-44474265-44475053;421404584582122;478594840720886;125;91;1
5-8797924-8798832;422819846243348;-647052976599992;68;104;1
15-83526430-83527307;423111673244716;-449445165022243;122;165;1
4-125099232-125100146;423112750882982;451003293527899;122;87;1
5-5663705-5664587;423346820991079;364943274152724;233;186;1
11-24081570-24082326;423445655491011;-500574282117602;91;132;1
1-13069329-13070253;423773720409005;293308675928485;267;217;1
11-118769043-118769912;423841837373936;497311834596335;149;113;1
3-10092287-10093198;424113957212875;-64504596977326;68;104;1
11-115780305-115781167;424130233744608;-612069047782813;81;119;1
X-150956311-150957212;424573640704016;-455256643773192;128;173;1
11-3894740-3895625;424831357795254;-272627132255753;243;307;1
5-131879175-131880101;424963582771755;56368238977728;101;72;1
1-89885488-89886401;425035123712271;-438680251193882;98;143;1
10-70216573-70217452;425121569705035;448169790561061;132;96;1
17-24858767-24859686;425181131114904;483100043415337;115;82;1
11-103346151-103347160;426156102660001;509846814011336;111;79;1
17-13743421-13744290;426362600765732;468399569035607;128;94;1
16-96191808-96192698;426473448625002;-268998962739184;361;417;1
16-94612316-94613224;426913195033097;480457296342076;115;82;1
8-45884913-45885835;427197023850952;-527506410441163;98;137;1
9-98424366-98425288;427679113667004;-451677672647524;101;143;1
9-123111342-123112114;427989932125937;-637856653526872;71;106;1
15-55132871-55133777;428003525336081;350182715319229;209;165;1
11-80325449-80326374;430116285567762;-530406631300854;105;144;1
4-98108367-98109361;430130493972647;403183779293732;145;107;1
4-47091564-47092402;430320439907275;278109545692905;284;229;1
6-101377754-101378461;430578656335636;-610433446929084;71;108;1
11-102956746-102957650;430990386752583;436643254661516;128;93;1
19-27364284-27365171;430999821106984;-559848668145531;88;126;1
11-60222467-60223398;432521469970006;-278097175946948;253;307;1
15-97811838-97812759;432773312423242;508916676643757;118;86;1
18-74462599-74463495;432945123540296;37619955742219;182;142;1
15-82793109-82794064;434193204743853;525391407750027;108;76;1
16-85680128-85681052;434206334984984;333953106231768;223;176;1
3-108458567-108459507;434276732952978;383253120486439;176;135;1
3-123102959-123103878;43429590322271;462175623981449;125;91;1
5-130330810-130331717;434409022199702;560524458102503;101;71;1
7-84755987-84756942;434643047470232;528363960267851;101;71;1
5-121712788-121713649;434644422173038;379470733478501;193;149;1
11-115432955-115433907;434704700036598;-589900649288226;74;113;1
2-151990810-151991644;434921835060508;-478113352252976;122;165;1
9-79869259-79870170;435390369423038;338840701300768;213;168;1
6-51635751-51636666;435408814563823;373821645938278;166;125;1
8-13356325-13357188;435632829327539;-321866195040489;223;279;1
12-100840976-100841868;435641159088941;443418296661929;122;87;1
5-123136240-123137109;436151858287244;-346300078484857;193;0.24;1
11-69853729-69854599;43635322169485;583742982151097;101;72;1
13-22050575-22051517;436510109675104;-410719310842241;206;255;1
2-165275007-165275618;436569981377203;467636647342878;122;88;1
15-12910366-12911267;436653790673141;-643067700057283;64;0.1;1
9-110651933-110652821;436985524900926;313319089459359;253;203;1
8-54779089-54779961;43723279977964;40962228528921;139;102;1
9-102725980-102726889;437517629962083;44591664485666;145;108;1
6-140731048-140731937;437639105789116;349670580500482;223;179;1
7-73749811-73750717;437951529017497;-415509314427881;149;194;1
4-134683703-134684576;437977573018891;417166514923634;149;112;1
7-27180991-27181918;438194364190921;-601349912368946;81;118;1
3-115887571-115888523;438296122605553;321260208373031;334;288;1
9-50244775-50245664;438349234636852;335984832219926;213;167;1
1-106602755-106603636;438434112839698;41200272982139;149;111;1
6-89012721-89013622;438861705943856;-481760810388663;132;173;1
2-30927931-30928791;439111847114734;-636521976838929;64;0.1;1
2-60036906-60037787;439145627178689;-496193296883346;101;144;1
5-96739161-96740094;440627013341917;493706068894646;122;87;1
8-124618142-124618989;441294567976971;-426325156356063;149;192;1
8-79433857-79434731;441440719169839;340550166804933;196;152;1
18-58209589-58210383;441483558846283;516285090742647;132;98;1
2-172796634-172797538;441484785860117;590295436394489;101;72;1
7-127008328-127009248;442158042593536;284039065044152;0.25;0.2;1
15-66286281-66287164;44220625107638;379660600077217;159;0.12;1
4-143349464-143350299;442302294713756;-620583483267874;74;0.11;1
15-97040296-97041234;442664927038363;399699298485809;149;111;1
17-35485421-35486341;442681226829668;500716978788588;115;82;1
12-110843410-110844280;442701236055807;394014756982725;193;153;1
4-41664709-41665679;442826613001061;535221599602423;108;77;1
11-117872943-117873829;443021993521172;-416257754494538;142;188;1
18-66978853-66979735;443310736981363;348410373112088;206;162;1
8-111366602-111367540;443603313059295;-715193632956822;68;102;1
2-119240028-119240967;443606240948103;333687155788611;182;0.14;1
2-67565309-67566235;443637474278102;25626908136196;361;307;1
13-26154725-26155654;443809246068701;346505708261487;209;166;1
1-170655363-170656227;443817700271565;392745235523006;179;139;1
3-88081613-88082422;443819992634928;-438087123242208;166;207;1
8-56294215-56295089;444004261572597;-428002246902126;135;181;1
6-53572827-53573727;444037558797779;441532588279684;142;107;1
3-96938475-96939366;444531964050111;46299457567258;132;97;1
3-89396055-89396990;444652462087499;466433805070815;152;115;1
8-95429610-95430546;444788060042051;385027023321862;203;164;1
8-125330412-125331342;445314970625827;-504598675758692;115;155;1
4-139991566-139992482;445563794154583;447094073446563;139;102;1
1-160881070-160881986;44594592228466;379534075381442;216;175;1
15-74535297-74536247;446583158211024;34657541540155;189;144;1
X-93288434-93289215;447066652879336;531198580739682;101;71;1
12-5140815-5141712;447208470621496;517495029824151;105;74;1
1-162831963-162832875;44725785558478;407551931650598;159;121;1
9-69453170-69454097;447451596697736;296535751471901;216;169;1
7-131643990-131644931;447458203068459;423167740928487;182;145;1
1-189353663-189354587;447477716859623;518881929305782;122;0.09;1
4-59819143-59819957;447596416472999;317800975370431;236;188;1
2-91953337-91954263;447620592365074;382968794566395;213;171;1
1-176824783-176825703;448351233598341;-590325425996344;81;118;1
14-70519829-70520773;448498632603746;-274695952361953;307;356;1
6-114874713-114875614;448511255053795;299962502879667;236;191;1
9-44498353-44499247;448909450527936;-420128088477549;166;212;1
4-104913185-104914156;448984617905272;37311668836621;159;119;1
10-60582580-60583509;449320201451289;-579078534475616;78;115;1
15-77153384-77154286;449726920751278;-282035663851227;247;296;1
2-116893605-116894528;450195054909741;414170703563951;145;107;1
2-157566008-157566939;450534502740847;-279851175495436;324;376;1
10-24926877-24927797;451097964641527;486238447191381;132;97;1
19-10434632-10435511;451273323602343;-314282451351715;233;287;1
5-123974672-123975439;451551148198899;344819019668869;206;165;1
2-180641846-180642760;451819934587679;332665841427118;209;165;1
5-113365660-113366566;452120122268872;-542201676015857;71;109;1
15-25376710-25377636;452197405425203;412213032651745;159;0.12;1
7-35317876-35318780;452792479727701;-370786661742839;159;206;1
14-89063756-89064628;45292602023228;47487347003308;118;85;1
4-147936248-147937149;453132933800445;-413348507927911;152;194;1
2-41228216-41229134;453397244256082;40184850614799;152;113;1
2-130283922-130284786;453635831011349;271075314380778;321;274;1
4-98401009-98401950;453689025633756;389786855226392;169;129;1
2-170450720-170451621;453724309511697;379337339143779;172;131;1
15-83056231-83057163;45386248453054;534351513918883;115;84;1
5-151142113-151142951;45397866028142;-596579573043706;91;129;1
2-163749749-163750645;454063918097819;-433669678728623;145;0.19;1
12-86833483-86834403;454253803018064;495432103094321;149;115;1
7-16991452-16992384;454607399229583;-480102644940752;88;127;1
4-124708640-124709502;455058978638451;-361997167752243;169;219;1
5-107403137-107404054;455089855500752;264583383727508;0.28;226;1
2-3143234-3144112;455838754629613;450150009251323;135;101;1
1-189034316-189035229;456132335894901;412284364707054;149;0.11;1
1-44041677-44042510;456235260411645;428226377127113;118;85;1
17-76848100-76849014;456339115210096;415732245345606;132;95;1
8-79027709-79028591;45676466158652;25634195613462;307;255;1
15-79201474-79202298;45733773796549;449995232817066;105;73;1
12-24686055-24686977;457421136880854;-632816406871378;88;125;1
7-44868933-44869244;457559081777166;-333339892861453;206;253;1
11-68198515-68199403;45792473832555;498037873872665;108;76;1
1-72218679-72219496;458133728634623;407053576425109;166;126;1
10-85388485-85389356;458323853532458;433262332524918;125;91;1
3-108388959-108389882;458362174697486;-405482924080141;199;244;1
17-35342576-35343384;458857280599746;-365267598375235;199;245;1
6-50329064-50329953;459164925625086;468689502733478;132;97;1
10-70440376-70441335;45948989738087;454171682964048;169;132;1
16-33764257-33765171;459938678796631;-377969443549953;213;255;1
X-103481330-103482268;460256528840468;456104552298684;139;102;1
9-90270360-90271277;460362602909276;252747840210809;392;335;1
7-113608865-113609783;460619293045752;-686905405125116;68;102;1
15-82047094-82047987;460621744147564;-328689553115875;257;308;1
5-144642739-144643647;46071033307103;-443468225386805;132;175;1
11-114851607-114852489;461060491012146;255019101442648;358;311;1
4-5723836-5724767;461078583590973;278895769379703;284;231;1
2-26214248-26215153;461350744913229;411264839845238;155;119;1
15-102577112-102577986;461892967710078;310152029099037;253;205;1
2-65968626-65969532;461975885412257;-473166406050563;101;143;1
1-132067475-132068378;462194460450935;-421797280429243;139;186;1
5-114356583-114357368;462298655266967;-44528842572307;159;205;1
7-114873866-114874775;46229899699526;426939607459838;142;106;1
11-3912384-3913100;462349805359428;471106107394636;115;83;1
11-3143778-3144668;462352603056866;419461419151705;142;106;1
X-106219175-106220111;462427119687338;375118920473906;196;156;1
9-121759110-121759523;46259700928202;-393552063146599;135;181;1
10-71129995-71130916;462940148017464;50596670062259;125;92;1
15-85909633-85910480;464063635234417;-536042147575561;84;122;1
14-25623571-25624500;464150745898051;-341737948835834;206;257;1
4-118292614-118293548;464385397645296;468190577686464;128;95;1
15-101327024-101327932;464602039924287;428039263465061;179;0.14;1
13-93144061-93144977;465810036028097;-413088338856213;128;175;1
3-53041134-53041993;466552760738923;360061013783595;199;157;1
10-37400760-37401712;466850227119272;355891625198461;169;129;1
5-37650545-37651457;466930887274229;-520731398431874;91;129;1
9-121331843-121332683;466993904400638;295967675803152;233;183;1
11-76914038-76914948;467006127629801;430899746078789;139;103;1
3-28745830-28746722;467163515969978;-577511659201852;98;135;1
12-29882824-29883748;467380520733821;398298975768028;152;115;1
13-109116042-109116995;467854405097483;-552222618879799;98;136;1
7-44383965-44384905;467998467230004;-335696350657979;213;265;1
7-78846714-78847609;468401144741299;-321729119086882;182;236;1
10-89826685-89827577;468462733404385;459614794163293;111;79;1
2-128395656-128396547;468508745037486;-504613744470538;95;133;1
18-34152348-34153272;468574792740601;361091888052362;179;138;1
1-6734363-6735283;468590701937316;400900099592929;179;141;1
8-94771774-94772633;46918256637513;-324558144594333;169;0.22;1
17-72604282-72605204;469334617921386;-343034765819666;274;315;1
18-35828007-35828818;469379862051781;-468827102957929;101;143;1
16-44538044-44538980;469761768121343;37941207356985;169;0.13;1
9-34231240-34232159;469818435101891;449961662767833;135;101;1
11-76945247-76946138;469982717254922;-336575206892918;0.25;295;1
1-153140637-153141524;470566811418192;48530541382605;115;82;1
3-105188786-105189716;470592474056442;32431890081982;203;159;1
1-6753729-6754628;470655886631103;537547157132458;101;72;1
16-4550785-4551699;471036247810441;-572093886692873;64;0.1;1
19-28669812-28670741;471294370191914;-544911318390878;74;112;1
17-29467334-29468262;471719734584155;520959333730963;101;71;1
6-88189343-88190245;471804364490984;30805576446097;314;268;1
X-12006684-12007542;472141178661578;350198676835359;0.22;178;1
16-47080030-47080951;472215860974374;336185927894495;179;135;1
11-119988858-119989745;472506593643276;-567058876208109;91;129;1
5-74702505-74703384;47322068592073;-355185811096624;0.22;269;1
2-41549963-41550888;473267625749121;383737377746006;155;116;1
19-3832734-3833670;474138664914261;252529892213994;365;321;1
7-65803347-65804225;47425240100541;251978446090892;297;243;1
6-84008214-84009101;474367907506419;419136986641969;172;132;1
1-186705041-186705895;474384015844845;-389667493981668;166;213;1
14-55457492-55458386;47466096219706;395578727706958;142;105;1
15-98108139-98109054;474780860926861;-602621658787206;95;132;1
16-17928385-17929082;475018993167123;-403490421830146;172;218;1
15-75603392-75604278;475322632198469;426913532190805;125;0.09;1
6-114901166-114902060;475604108450128;412953078493609;139;103;1
9-108189841-108190771;475662698455832;-288661879119655;257;307;1
15-78154695-78155607;475875200187975;517249302406917;105;74;1
1-190170272-190171183;475927419640424;-262697945468758;297;359;1
10-6035606-6036508;476669707949814;375503151238359;152;113;1
15-102006006-102006952;477290166270417;-618044748443528;71;107;1
3-88042667-88043588;477577648387809;-41462340194919;152;196;1
2-143980539-143981454;477833380897476;424382285647182;132;97;1
X-103493160-103494070;477905157566857;285436429999355;324;278;1
7-99229128-99230035;477909523781471;454057947173505;132;98;1
11-113101277-113102136;477925885873321;330178475194967;0.26;215;1
4-140872477-140873434;478157276973832;327200974404113;236;193;1
14-106258411-106259307;47825217857698;358146006873461;193;0.15;1
19-55469361-55470230;478308963862662;385094582995338;189;148;1
4-84884005-84884864;478539235805243;-31670603292793;267;316;1
8-122343742-122344652;478748616923729;-543212795845473;88;127;1
11-68967543-68968447;479089395018243;-309310103662117;0.26;311;1
14-7027074-7027889;479315024983123;455123390053635;162;125;1
3-89226982-89227850;47932208659071;273288529821712;372;326;1
7-98797691-98798637;47940351605349;485709910813846;105;74;1
7-144358683-144359613;479636328510348;-430954073983038;179;218;1
5-51567444-51568344;479826692990948;486151567909667;101;71;1
19-31762451-31763385;480013654868159;455549415687388;115;83;1
16-38376206-38377116;480438696712024;-544105912276584;71;107;1
7-42692348-42693278;480944402603423;299440250339275;318;268;1
5-96940704-96941677;481292799381383;390590274053299;162;124;1
17-47174442-47175343;481726808739698;512277127305058;115;83;1
4-147124577-147125508;48196713323251;283265073434538;334;286;1
15-99125963-99126932;482051991816493;-285019405892786;351;398;1
2-31949831-31950709;482632703436848;285635583037406;301;248;1
4-124291985-124292917;482905095031194;460239961300803;105;73;1
18-5819529-5820406;482923318858792;-327863896144403;193;245;1
9-108478478-108479386;483241243155039;-508453206277893;91;131;1
16-10972045-10972959;483473340455118;-585491860340439;78;114;1
8-83772633-83773488;483482453678961;-457204551654145;125;167;1
16-91694460-91695394;483645722221396;293452039381613;0.27;228;1
3-96262874-96263780;483861312711505;-328830221183461;233;284;1
12-70367374-70368318;484149841143768;324645710792897;267;223;1
2-27121751-27122650;484167272517316;-308765668429234;209;263;1
15-100972554-100973471;484235594558416;-58067762239039;88;125;1
7-97580652-97581504;484819676481164;-400701611648797;149;194;1
4-15944849-15945744;485867982460161;-599483536244123;84;0.12;1
10-84948770-84949664;486331918030483;553724362684699;101;72;1
14-70513028-70514727;486591262041071;-519121939652407;105;142;1
4-96974709-96975611;486893999900075;372044612035934;193;153;1
15-81917368-81918277;487747128802326;472267860033191;115;82;1
17-28300543-28301467;487861508184073;466793620666896;118;86;1
1-128737934-128738835;488006160572488;439934220000798;142;106;1
7-19175599-19176406;488035763677564;326551194279636;0.23;184;1
4-62208032-62208970;488731314258819;252844770452646;361;312;1
1-133309424-133310320;488846146743183;-526273553948692;101;141;1
1-51719958-51720851;489464968892132;257244167152087;311;258;1
4-66051033-66051951;489696628940687;465945586301149;105;73;1
17-83275885-83276794;489818460889664;-514835230591291;135;174;1
10-39462501-39463441;490586720407546;457517507114708;139;104;1
X-93891578-93892513;490668269654372;465124182747585;122;89;1
6-86400804-86401721;490997478318257;-601218492597501;84;121;1
6-100179212-100180139;491353465259357;380723394045323;169;0.13;1
7-130272911-130273827;49146893913065;420381807451498;159;122;1
4-108339179-108340020;491488731082353;427589956508915;142;105;1
18-55135987-55136946;492570068548386;405701228846481;162;125;1
5-123005774-123006694;492572502157258;512182883947965;101;72;1
8-114902256-114903147;493654409470547;-535560831147674;64;102;1
6-90463263-90464123;494081461216124;383475914795438;213;172;1
9-102492385-102493544;494368596711105;424458994226466;139;102;1
19-36150278-36151143;49436927014548;492331366645814;122;0.09;1
7-25636221-25637135;494788111083996;377285511540715;172;135;1
13-46043126-46044070;495211446425568;-668524558864922;68;102;1
5-36390049-36390981;495834281241197;-610260268438052;91;127;1
1-135700440-135701264;495930634907065;427704265990219;125;91;1
13-51170957-51171743;495991581900367;336697151052081;0.26;219;1
12-76176705-76177566;496215277450863;488647358958106;111;81;1
13-54700974-54701892;496328013787215;331576133440891;216;174;1
18-82902221-82903114;496534544661116;-482640164818513;118;0.16;1
12-100239472-100240410;497117817894807;522423736241409;111;0.08;1
9-25512865-25513766;497122536839969;500255896507689;115;84;1
9-52679190-52680122;497556460486442;616498773128875;101;73;1
6-86797190-86798051;498163244240506;-437251181243349;101;144;1
13-108232116-108233050;498529062695228;490183581398209;122;89;1
9-48678687-48679625;498583413882171;-559508700665946;84;122;1
8-70166428-70167343;498656990916951;347796006637216;0.22;178;1
18-84218231-84219068;498852166700543;354249750569754;199;157;1
15-34254056-34254980;498884798051196;433024169379578;166;0.13;1
7-132720277-132721211;499139959751671;424135496227807;166;131;1
18-42589225-42590129;499339811287253;557565016506866;108;78;1
7-30625714-30626599;499374252678301;258204178291042;334;286;1
7-79843951-79844820;499635778333943;510980695425789;115;84;1
17-46885862-46886772;499675624926543;445889283651881;149;114;1
5-8893326-8894239;499761054003295;-383315242678298;189;236;1
8-106633000-106633842;499766752494521;379171653582965;139;102;1
15-79040437-79041345;500042374031219;-466898530525791;108;0.15;1
11-50354546-50355463;500396993995657;-683664370684509;68;101;1
8-24554191-24555108;500993098507669;-576981614717493;68;102;1
5-74161148-74162112;501183736317482;407455269917308;122;88;1
19-7056299-7057164;502067791455202;259968931316694;338;282;1
8-102725243-102726132;502152356654084;426785435959024;159;123;1
5-32308407-32309318;502187911221258;315206163657292;0.23;185;1
7-144284264-144285097;502206300406527;-63242141645759;78;113;1
X-12673049-12673943;502586058234783;-3254524590437;172;223;1
5-125226000-125226923;502996378771222;448261205069801;132;97;1
13-49399925-49400812;503735980448677;383185628285565;186;147;1
4-106529489-106530404;503946164596567;304095038211518;257;211;1
16-50736523-50737396;504419326140622;-397116116104812;118;161;1
7-25367466-25368324;504724161014293;429008905000048;111;79;1
10-61068191-61069072;504763231866873;397054018669823;152;115;1
5-124354386-124354849;504948711003305;-459478269670497;101;143;1
13-48798023-48798937;505228862352495;-552482532373118;78;115;1
7-142387492-142388388;505432342580166;-253459533420863;351;0.4;1
11-3963468-3964418;505455726167688;-340185673517312;189;236;1
5-102768377-102769309;506180167672788;33252602794805;226;187;1
6-124718461-124719342;506492577159718;-288610635037154;287;0.33;1
8-12671696-12672606;506769445340175;-260037348709904;365;409;1
18-12025883-12026794;506781020288563;489037595046748;115;83;1
16-50529893-50530734;50684243423199;-25988327182738;122;173;1
11-50421620-50422544;506845607189131;-551581164795655;78;114;1
1-119189243-119190205;506934433239623;473020336923428;115;82;1
10-61272906-61273833;507031523561975;-403138411542278;132;174;1
5-138084666-138085559;507462846541216;-300958179511321;193;244;1
15-36210262-36211167;507506602110455;256340975284506;301;248;1
8-120549227-120550136;507843972883795;-41507538278666;182;226;1
17-86753120-86753962;507957865499813;257412123891929;287;233;1
X-152143896-152144747;50930727541195;-449052444050212;101;144;1
2-128698140-128698617;509320100689932;-461054601294749;125;167;1
2-155775192-155776114;509507609855238;-281671959487505;213;267;1
7-76392638-76393604;50969424729964;53176386962518;108;78;1
15-83088477-83089534;510011009844493;-400524645425601;149;195;1
9-53301245-53301911;510076615561288;359092608518774;176;137;1
4-136981037-136981920;510112895827423;-546914295946142;88;125;1
9-46392656-46393582;510598468242684;323815765287168;226;181;1
8-3467200-3468098;510956805124861;-266594161164997;338;383;1
10-81560817-81561669;511007244535407;410136857300457;162;125;1
7-141434925-141435792;511114470402621;-549233181267581;95;131;1
11-100330039-100330932;511347868618747;487240909309004;142;108;1
6-99864488-99865459;511453486926298;-455752578519081;139;177;1
12-102532250-102533165;511628519025068;371331584931976;155;117;1
12-117324800-117325718;511862842371099;507847731902669;108;78;1
11-101338152-101339062;511913385949179;365428242077983;189;149;1
1-128472108-128473054;512240300435399;35316571422014;257;0.21;1
5-30519644-30520564;512534076896347;351282068890429;209;165;1
7-128766437-128767368;512554200238082;376975356185462;159;122;1
11-72965162-72966090;51258424551037;277904484189864;314;261;1
4-130087061-130087975;51280947347066;424198722398426;139;103;1
18-78225486-78226379;513402062378712;492656602768765;108;78;1
X-7859038-7859973;5140486095965;-523457013765731;95;132;1
13-111966245-111967091;514351205801813;406775211339984;139;103;1
1-13561255-13562190;514566576713858;-42837162328061;169;211;1
5-147186682-147187568;514851579919969;541278568338192;101;72;1
1-77516078-77516946;515030101212514;-323950295335984;132;178;1
2-31594726-31595624;515076624893954;-426924102203293;118;0.16;1
12-84180793-84181694;51565879491214;400512379339825;149;113;1
12-55497491-55498360;515820084370748;352611740254627;166;126;1
11-114876850-114877822;516030576939458;520311569605121;111;81;1
7-109559302-109560211;516114418529181;336771673250449;257;212;1
2-147320811-147321673;516487957372849;465638780557007;108;77;1
3-32044353-32045241;516578516889375;400655479339672;176;137;1
11-67965102-67965927;516597280425408;-49292460418692;111;152;1
15-98677029-98677905;51748350739394;-376745683016394;193;241;1
4-129059201-129059786;517833885724317;426855369386772;111;79;1
4-125945638-125946653;518109783402692;29422146642182;0.25;0.2;1
6-83211293-83212234;518414501856264;461173638600064;125;93;1
1-184845363-184846303;519005900250974;-271090509725059;297;355;1
6-136255809-136256821;519140877051899;-44911568946878;125;167;1
13-93838810-93839757;519489593512582;414947933908413;159;122;1
11-60319311-60320210;519540285891857;-581328208614508;84;0.12;1
3-130180288-130181186;519898484996369;257782586746724;277;227;1
9-45185021-45185962;519913045303048;492502960491564;108;78;1
2-178635448-178636333;520090327894297;430245257602437;139;103;1
8-12126283-12127226;52030401036128;43514428094874;139;103;1
12-13268778-13269702;520313035008586;-324627057791225;223;273;1
5-148715014-148715937;520486076935297;293351935712062;277;231;1
7-4690305-4691117;520521024299815;287078895741612;277;229;1
18-74960752-74961582;521040313839226;340865314591571;193;0.15;1
14-70469951-70470847;521332271357197;434978518811675;142;107;1
1-4571385-4572303;521454434677281;312603293380139;0.25;207;1
17-30110389-30111287;521527643058459;372783054289556;193;153;1
5-139908061-139908987;521620051746917;294501099191632;226;178;1
11-120948575-120949510;521703175946634;326251633247976;0.23;183;1
5-52565772-52566656;521893558113248;-313145790270714;159;209;1
3-127161867-127162824;522238648283979;-413383101924721;132;177;1
7-51662254-51663162;522400367000669;-490884790025522;111;151;1
6-127916714-127917616;5224503733442;491058660674404;118;87;1
17-66416494-66417427;522539024201777;-646140177681123;81;114;1
2-29751246-29752145;522719564016691;-275484679928554;274;322;1
