Unnamed: 0;Unnamed: 0.1;Node_type;Gene;GEX_celltype_Log2FC_Delta;GEX_celltype_Log2FC_Epsprogenitors;GEX_celltype_Log2FC_Epsilon;GEX_celltype_Log2FC_Fev+Delta;Region;Gene_signature_name
1194;Tmem114;Gene;Tmem114;-3.4093874;2.167327;-2.2676506;0.5198939;chr16:8366858-8367766;Neurod2_+_(303g)
1195;Tmem114;Gene;Tmem114;-3.4093874;2.167327;-2.2676506;0.5198939;chr16:8483879-8484771;Neurod2_+_(303g)
33;St6galnac2;Gene;St6galnac2;-1.1465042;0.7361054;-0.7565149;0.51638114;chr11:116805186-116806040;Neurod2_+_(303g)
34;St6galnac2;Gene;St6galnac2;-1.1465042;0.7361054;-0.7565149;0.51638114;chr11:116609915-116610856;Neurod2_+_(303g)
35;St6galnac2;Gene;St6galnac2;-1.1465042;0.7361054;-0.7565149;0.51638114;chr11:116824876-116825696;Neurod2_+_(303g)
36;St6galnac2;Gene;St6galnac2;-1.1465042;0.7361054;-0.7565149;0.51638114;chr11:116663705-116664791;Neurod2_+_(303g)
37;St6galnac2;Gene;St6galnac2;-1.1465042;0.7361054;-0.7565149;0.51638114;chr11:116620983-116621930;Neurod2_+_(303g)
1029;Arhgef25;Gene;Arhgef25;-1.203705;0.9207255;-0.39310142;0.51400095;chr10:127226206-127227132;Neurod2_+_(303g)
1030;Arhgef25;Gene;Arhgef25;-1.203705;0.9207255;-0.39310142;0.51400095;chr10:127236306-127237174;Neurod2_+_(303g)
978;Dnm1;Gene;Dnm1;-0.36131957;1.1398107;-0.27970633;0.50890994;chr2:32342261-32343221;Neurod2_+_(303g)
979;Dnm1;Gene;Dnm1;-0.36131957;1.1398107;-0.27970633;0.50890994;chr2:32174151-32175010;Neurod2_+_(303g)
980;Dnm1;Gene;Dnm1;-0.36131957;1.1398107;-0.27970633;0.50890994;chr2:32348056-32349011;Neurod2_+_(303g)
981;Dnm1;Gene;Dnm1;-0.36131957;1.1398107;-0.27970633;0.50890994;chr2:32186759-32187680;Neurod2_+_(303g)
982;Dnm1;Gene;Dnm1;-0.36131957;1.1398107;-0.27970633;0.50890994;chr2:32212694-32213616;Neurod2_+_(303g)
983;Dnm1;Gene;Dnm1;-0.36131957;1.1398107;-0.27970633;0.50890994;chr2:32343798-32344660;Neurod2_+_(303g)
82;Chn2;Gene;Chn2;-3.4553149;2.1876554;0.5017337;0.5082051;chr6:54111149-54112025;Neurod2_+_(303g)
83;Chn2;Gene;Chn2;-3.4553149;2.1876554;0.5017337;0.5082051;chr6:54443965-54444833;Neurod2_+_(303g)
84;Chn2;Gene;Chn2;-3.4553149;2.1876554;0.5017337;0.5082051;chr6:53971821-53972756;Neurod2_+_(303g)
85;Chn2;Gene;Chn2;-3.4553149;2.1876554;0.5017337;0.5082051;chr6:54409014-54409937;Neurod2_+_(303g)
86;Chn2;Gene;Chn2;-3.4553149;2.1876554;0.5017337;0.5082051;chr6:54105467-54106343;Neurod2_+_(303g)
87;Chn2;Gene;Chn2;-3.4553149;2.1876554;0.5017337;0.5082051;chr6:54070749-54071587;Neurod2_+_(303g)
88;Chn2;Gene;Chn2;-3.4553149;2.1876554;0.5017337;0.5082051;chr6:53965625-53966580;Neurod2_+_(303g)
89;Chn2;Gene;Chn2;-3.4553149;2.1876554;0.5017337;0.5082051;chr6:54119642-54120606;Neurod2_+_(303g)
90;Chn2;Gene;Chn2;-3.4553149;2.1876554;0.5017337;0.5082051;chr6:54133105-54134012;Neurod2_+_(303g)
91;Chn2;Gene;Chn2;-3.4553149;2.1876554;0.5017337;0.5082051;chr6:54362596-54363628;Neurod2_+_(303g)
1305;Gdpd1;Gene;Gdpd1;-0.5869799;0.5456592;-0.45362422;0.50636816;chr11:86973153-86974030;Neurod2_+_(303g)
1306;Gdpd1;Gene;Gdpd1;-0.5869799;0.5456592;-0.45362422;0.50636816;chr11:86974238-86975103;Neurod2_+_(303g)
1307;Gdpd1;Gene;Gdpd1;-0.5869799;0.5456592;-0.45362422;0.50636816;chr11:87063277-87064219;Neurod2_+_(303g)
865;Rfwd3;Gene;Rfwd3;-1.0661359;0.99784166;-0.01741972;0.5058677;chr8:111268012-111269034;Neurod2_+_(303g)
866;Rfwd3;Gene;Rfwd3;-1.0661359;0.99784166;-0.01741972;0.5058677;chr8:111297710-111298608;Neurod2_+_(303g)
867;Rfwd3;Gene;Rfwd3;-1.0661359;0.99784166;-0.01741972;0.5058677;chr8:111217823-111218729;Neurod2_+_(303g)
868;Rfwd3;Gene;Rfwd3;-1.0661359;0.99784166;-0.01741972;0.5058677;chr8:111374955-111375941;Neurod2_+_(303g)
869;Rfwd3;Gene;Rfwd3;-1.0661359;0.99784166;-0.01741972;0.5058677;chr8:111366602-111367540;Neurod2_+_(303g)
870;Rfwd3;Gene;Rfwd3;-1.0661359;0.99784166;-0.01741972;0.5058677;chr8:111148539-111149398;Neurod2_+_(303g)
1379;Ano9;Gene;Ano9;-1.592711;1.6826888;-2.061747;0.5044946;chr7:140988753-140989624;Neurod2_+_(303g)
1380;Ano9;Gene;Ano9;-1.592711;1.6826888;-2.061747;0.5044946;chr7:141042450-141043284;Neurod2_+_(303g)
1381;Ano9;Gene;Ano9;-1.592711;1.6826888;-2.061747;0.5044946;chr7:141062470-141063227;Neurod2_+_(303g)
1382;Ano9;Gene;Ano9;-1.592711;1.6826888;-2.061747;0.5044946;chr7:140970837-140971720;Neurod2_+_(303g)
1383;Ano9;Gene;Ano9;-1.592711;1.6826888;-2.061747;0.5044946;chr7:141037734-141038648;Neurod2_+_(303g)
1384;Ano9;Gene;Ano9;-1.592711;1.6826888;-2.061747;0.5044946;chr7:140955581-140956507;Neurod2_+_(303g)
1385;Ano9;Gene;Ano9;-1.592711;1.6826888;-2.061747;0.5044946;chr7:141094768-141095470;Neurod2_+_(303g)
1386;Ano9;Gene;Ano9;-1.592711;1.6826888;-2.061747;0.5044946;chr7:141110655-141111578;Neurod2_+_(303g)
1387;Ano9;Gene;Ano9;-1.592711;1.6826888;-2.061747;0.5044946;chr7:140987147-140988145;Neurod2_+_(303g)
585;St6galnac4;Gene;St6galnac4;-0.6657634;0.623844;-1.1537282;0.5021886;chr2:32589269-32590096;Neurod2_+_(303g)
586;St6galnac4;Gene;St6galnac4;-0.6657634;0.623844;-1.1537282;0.5021886;chr2:32623986-32624703;Neurod2_+_(303g)
587;St6galnac4;Gene;St6galnac4;-0.6657634;0.623844;-1.1537282;0.5021886;chr2:32596461-32597393;Neurod2_+_(303g)
588;St6galnac4;Gene;St6galnac4;-0.6657634;0.623844;-1.1537282;0.5021886;chr2:32507539-32508470;Neurod2_+_(303g)
589;St6galnac4;Gene;St6galnac4;-0.6657634;0.623844;-1.1537282;0.5021886;chr2:32567936-32568810;Neurod2_+_(303g)
590;St6galnac4;Gene;St6galnac4;-0.6657634;0.623844;-1.1537282;0.5021886;chr2:32620951-32621882;Neurod2_+_(303g)
779;Sfn;Gene;Sfn;-2.6591294;1.221262;-0.9855476;0.49120775;chr4:133508665-133509564;Neurod2_+_(303g)
780;Sfn;Gene;Sfn;-2.6591294;1.221262;-0.9855476;0.49120775;chr4:133605117-133606060;Neurod2_+_(303g)
612;Inppl1;Gene;Inppl1;-1.3032225;0.79527694;-1.1051136;0.48231453;chr7:101729271-101730203;Neurod2_+_(303g)
613;Inppl1;Gene;Inppl1;-1.3032225;0.79527694;-1.1051136;0.48231453;chr7:101702680-101703607;Neurod2_+_(303g)
614;Inppl1;Gene;Inppl1;-1.3032225;0.79527694;-1.1051136;0.48231453;chr7:101834012-101834940;Neurod2_+_(303g)
615;Inppl1;Gene;Inppl1;-1.3032225;0.79527694;-1.1051136;0.48231453;chr7:101941069-101941918;Neurod2_+_(303g)
616;Inppl1;Gene;Inppl1;-1.3032225;0.79527694;-1.1051136;0.48231453;chr7:101837652-101838595;Neurod2_+_(303g)
1202;Lrrc42;Gene;Lrrc42;-0.31484324;0.79740727;0.31840006;0.47769254;chr4:107211413-107212180;Neurod2_+_(303g)
1203;Lrrc42;Gene;Lrrc42;-0.31484324;0.79740727;0.31840006;0.47769254;chr4:107095803-107096628;Neurod2_+_(303g)
1204;Lrrc42;Gene;Lrrc42;-0.31484324;0.79740727;0.31840006;0.47769254;chr4:107221254-107222130;Neurod2_+_(303g)
1205;Lrrc42;Gene;Lrrc42;-0.31484324;0.79740727;0.31840006;0.47769254;chr4:107364046-107364834;Neurod2_+_(303g)
1206;Lrrc42;Gene;Lrrc42;-0.31484324;0.79740727;0.31840006;0.47769254;chr4:107091914-107092798;Neurod2_+_(303g)
1207;Lrrc42;Gene;Lrrc42;-0.31484324;0.79740727;0.31840006;0.47769254;chr4:107106458-107107314;Neurod2_+_(303g)
1208;Lrrc42;Gene;Lrrc42;-0.31484324;0.79740727;0.31840006;0.47769254;chr4:107126587-107127461;Neurod2_+_(303g)
1209;Lrrc42;Gene;Lrrc42;-0.31484324;0.79740727;0.31840006;0.47769254;chr4:107366054-107366846;Neurod2_+_(303g)
1210;Lrrc42;Gene;Lrrc42;-0.31484324;0.79740727;0.31840006;0.47769254;chr4:107108096-107108987;Neurod2_+_(303g)
1254;Ncs1;Gene;Ncs1;-0.9573856;0.7920315;-1.2587205;0.47675514;chr2:31374169-31375100;Neurod2_+_(303g)
1255;Ncs1;Gene;Ncs1;-0.9573856;0.7920315;-1.2587205;0.47675514;chr2:31350199-31351105;Neurod2_+_(303g)
1256;Ncs1;Gene;Ncs1;-0.9573856;0.7920315;-1.2587205;0.47675514;chr2:31280782-31281592;Neurod2_+_(303g)
1257;Ncs1;Gene;Ncs1;-0.9573856;0.7920315;-1.2587205;0.47675514;chr2:31255560-31256288;Neurod2_+_(303g)
1258;Ncs1;Gene;Ncs1;-0.9573856;0.7920315;-1.2587205;0.47675514;chr2:31337394-31338339;Neurod2_+_(303g)
1259;Ncs1;Gene;Ncs1;-0.9573856;0.7920315;-1.2587205;0.47675514;chr2:31356978-31357839;Neurod2_+_(303g)
1260;Ncs1;Gene;Ncs1;-0.9573856;0.7920315;-1.2587205;0.47675514;chr2:31361956-31362880;Neurod2_+_(303g)
1261;Ncs1;Gene;Ncs1;-0.9573856;0.7920315;-1.2587205;0.47675514;chr2:31268603-31269526;Neurod2_+_(303g)
1262;Ncs1;Gene;Ncs1;-0.9573856;0.7920315;-1.2587205;0.47675514;chr2:31375835-31376716;Neurod2_+_(303g)
1263;Ncs1;Gene;Ncs1;-0.9573856;0.7920315;-1.2587205;0.47675514;chr2:31353541-31354393;Neurod2_+_(303g)
1264;Ncs1;Gene;Ncs1;-0.9573856;0.7920315;-1.2587205;0.47675514;chr2:31411599-31412584;Neurod2_+_(303g)
1265;Ncs1;Gene;Ncs1;-0.9573856;0.7920315;-1.2587205;0.47675514;chr2:31332397-31333291;Neurod2_+_(303g)
1369;Cecr2;Gene;Cecr2;-0.97599614;0.6081694;-0.27896786;0.47279635;chr6:120579782-120580743;Neurod2_+_(303g)
1370;Cecr2;Gene;Cecr2;-0.97599614;0.6081694;-0.27896786;0.47279635;chr6:120597560-120598437;Neurod2_+_(303g)
898;H4f16;Gene;H4f16;-1.3135853;0.66664594;-1.7244916;0.46227995;chr6:136701564-136702463;Neurod2_+_(303g)
1009;Sulf2;Gene;Sulf2;-1.0773357;1.347996;-0.8826948;0.46150717;chr2:166124791-166125729;Neurod2_+_(303g)
1010;Sulf2;Gene;Sulf2;-1.0773357;1.347996;-0.8826948;0.46150717;chr2:166303546-166304453;Neurod2_+_(303g)
1011;Sulf2;Gene;Sulf2;-1.0773357;1.347996;-0.8826948;0.46150717;chr2:166169879-166170832;Neurod2_+_(303g)
1012;Sulf2;Gene;Sulf2;-1.0773357;1.347996;-0.8826948;0.46150717;chr2:166225656-166226359;Neurod2_+_(303g)
1013;Sulf2;Gene;Sulf2;-1.0773357;1.347996;-0.8826948;0.46150717;chr2:166246216-166247121;Neurod2_+_(303g)
1014;Sulf2;Gene;Sulf2;-1.0773357;1.347996;-0.8826948;0.46150717;chr2:166218709-166219473;Neurod2_+_(303g)
1015;Sulf2;Gene;Sulf2;-1.0773357;1.347996;-0.8826948;0.46150717;chr2:166193685-166194665;Neurod2_+_(303g)
1486;Smarcd2;Gene;Smarcd2;-0.98964834;1.0275735;-0.38118762;0.4592964;chr11:106332330-106333363;Neurod2_+_(303g)
1487;Smarcd2;Gene;Smarcd2;-0.98964834;1.0275735;-0.38118762;0.4592964;chr11:106170526-106171449;Neurod2_+_(303g)
540;Cdhr2;Gene;Cdhr2;0.5065255;1.3129228;0.5620027;0.4398348;chr13:54863809-54864772;Neurod2_+_(303g)
541;Cdhr2;Gene;Cdhr2;0.5065255;1.3129228;0.5620027;0.4398348;chr13:54847388-54848277;Neurod2_+_(303g)
542;Cdhr2;Gene;Cdhr2;0.5065255;1.3129228;0.5620027;0.4398348;chr13:54884149-54884915;Neurod2_+_(303g)
543;Cdhr2;Gene;Cdhr2;0.5065255;1.3129228;0.5620027;0.4398348;chr13:54874231-54875167;Neurod2_+_(303g)
544;Cdhr2;Gene;Cdhr2;0.5065255;1.3129228;0.5620027;0.4398348;chr13:54794267-54795258;Neurod2_+_(303g)
545;Cdhr2;Gene;Cdhr2;0.5065255;1.3129228;0.5620027;0.4398348;chr13:54878928-54879878;Neurod2_+_(303g)
546;Cdhr2;Gene;Cdhr2;0.5065255;1.3129228;0.5620027;0.4398348;chr13:54814563-54816203;Neurod2_+_(303g)
547;Cdhr2;Gene;Cdhr2;0.5065255;1.3129228;0.5620027;0.4398348;chr13:54886094-54886932;Neurod2_+_(303g)
548;Cdhr2;Gene;Cdhr2;0.5065255;1.3129228;0.5620027;0.4398348;chr13:54837331-54838171;Neurod2_+_(303g)
396;Plekha6;Gene;Plekha6;-0.3942112;0.5893913;-0.7072239;0.43217966;chr1:133027744-133028650;Neurod2_+_(303g)
397;Plekha6;Gene;Plekha6;-0.3942112;0.5893913;-0.7072239;0.43217966;chr1:133180810-133181763;Neurod2_+_(303g)
398;Plekha6;Gene;Plekha6;-0.3942112;0.5893913;-0.7072239;0.43217966;chr1:133083752-133084752;Neurod2_+_(303g)
399;Plekha6;Gene;Plekha6;-0.3942112;0.5893913;-0.7072239;0.43217966;chr1:133079589-133080599;Neurod2_+_(303g)
400;Plekha6;Gene;Plekha6;-0.3942112;0.5893913;-0.7072239;0.43217966;chr1:133077920-133078827;Neurod2_+_(303g)
401;Plekha6;Gene;Plekha6;-0.3942112;0.5893913;-0.7072239;0.43217966;chr1:133168128-133169099;Neurod2_+_(303g)
402;Plekha6;Gene;Plekha6;-0.3942112;0.5893913;-0.7072239;0.43217966;chr1:133231101-133232106;Neurod2_+_(303g)
1453;Dop1b;Gene;Dop1b;-0.7341045;0.9404222;0.085211664;0.43161198;chr16:93742562-93743480;Neurod2_+_(303g)
1454;Dop1b;Gene;Dop1b;-0.7341045;0.9404222;0.085211664;0.43161198;chr16:93627786-93628578;Neurod2_+_(303g)
1455;Dop1b;Gene;Dop1b;-0.7341045;0.9404222;0.085211664;0.43161198;chr16:93721214-93723106;Neurod2_+_(303g)
1456;Dop1b;Gene;Dop1b;-0.7341045;0.9404222;0.085211664;0.43161198;chr16:93676115-93676990;Neurod2_+_(303g)
1457;Dop1b;Gene;Dop1b;-0.7341045;0.9404222;0.085211664;0.43161198;chr16:93647094-93648040;Neurod2_+_(303g)
1458;Dop1b;Gene;Dop1b;-0.7341045;0.9404222;0.085211664;0.43161198;chr16:93792754-93793684;Neurod2_+_(303g)
1557;Tmod3;Gene;Tmod3;-0.5163555;0.46705773;0.19461739;0.42822376;chr9:75538122-75538757;Neurod2_+_(303g)
1558;Tmod3;Gene;Tmod3;-0.5163555;0.46705773;0.19461739;0.42822376;chr9:75517222-75518012;Neurod2_+_(303g)
1559;Tmod3;Gene;Tmod3;-0.5163555;0.46705773;0.19461739;0.42822376;chr9:75417349-75418117;Neurod2_+_(303g)
1560;Tmod3;Gene;Tmod3;-0.5163555;0.46705773;0.19461739;0.42822376;chr9:75468124-75469040;Neurod2_+_(303g)
1561;Tmod3;Gene;Tmod3;-0.5163555;0.46705773;0.19461739;0.42822376;chr9:75479056-75479963;Neurod2_+_(303g)
1079;Drap1;Gene;Drap1;-0.354647;0.54860747;0.06905411;0.4258309;chr19:5415021-5415956;Neurod2_+_(303g)
1080;Drap1;Gene;Drap1;-0.354647;0.54860747;0.06905411;0.4258309;chr19:5327702-5328627;Neurod2_+_(303g)
1081;Drap1;Gene;Drap1;-0.354647;0.54860747;0.06905411;0.4258309;chr19:5390438-5391174;Neurod2_+_(303g)
1082;Drap1;Gene;Drap1;-0.354647;0.54860747;0.06905411;0.4258309;chr19:5408897-5409888;Neurod2_+_(303g)
845;Clcn2;Gene;Clcn2;-0.61860865;0.69739926;-1.0037782;0.42351052;chr16:20677712-20678647;Neurod2_+_(303g)
846;Clcn2;Gene;Clcn2;-0.61860865;0.69739926;-1.0037782;0.42351052;chr16:20750101-20750977;Neurod2_+_(303g)
847;Clcn2;Gene;Clcn2;-0.61860865;0.69739926;-1.0037782;0.42351052;chr16:20818490-20819435;Neurod2_+_(303g)
848;Clcn2;Gene;Clcn2;-0.61860865;0.69739926;-1.0037782;0.42351052;chr16:20836597-20837461;Neurod2_+_(303g)
849;Clcn2;Gene;Clcn2;-0.61860865;0.69739926;-1.0037782;0.42351052;chr16:20746177-20747218;Neurod2_+_(303g)
1088;Gabbr2;Gene;Gabbr2;-2.7901344;1.0814312;-0.51833165;0.41705894;chr4:46690593-46691359;Neurod2_+_(303g)
1089;Gabbr2;Gene;Gabbr2;-2.7901344;1.0814312;-0.51833165;0.41705894;chr4:46756645-46757554;Neurod2_+_(303g)
1090;Gabbr2;Gene;Gabbr2;-2.7901344;1.0814312;-0.51833165;0.41705894;chr4:46879795-46880634;Neurod2_+_(303g)
1091;Gabbr2;Gene;Gabbr2;-2.7901344;1.0814312;-0.51833165;0.41705894;chr4:46573839-46574977;Neurod2_+_(303g)
1092;Gabbr2;Gene;Gabbr2;-2.7901344;1.0814312;-0.51833165;0.41705894;chr4:46790428-46791345;Neurod2_+_(303g)
1093;Gabbr2;Gene;Gabbr2;-2.7901344;1.0814312;-0.51833165;0.41705894;chr4:46546637-46547378;Neurod2_+_(303g)
1094;Gabbr2;Gene;Gabbr2;-2.7901344;1.0814312;-0.51833165;0.41705894;chr4:46624815-46625710;Neurod2_+_(303g)
1095;Gabbr2;Gene;Gabbr2;-2.7901344;1.0814312;-0.51833165;0.41705894;chr4:47034866-47035896;Neurod2_+_(303g)
1096;Gabbr2;Gene;Gabbr2;-2.7901344;1.0814312;-0.51833165;0.41705894;chr4:46683853-46684804;Neurod2_+_(303g)
1538;Mfng;Gene;Mfng;-1.8717091;1.3423994;-1.0262595;0.4024086;chr15:78749853-78750755;Neurod2_+_(303g)
1539;Mfng;Gene;Mfng;-1.8717091;1.3423994;-1.0262595;0.4024086;chr15:78736885-78737532;Neurod2_+_(303g)
1540;Mfng;Gene;Mfng;-1.8717091;1.3423994;-1.0262595;0.4024086;chr15:78697915-78698743;Neurod2_+_(303g)
1541;Mfng;Gene;Mfng;-1.8717091;1.3423994;-1.0262595;0.4024086;chr15:78834101-78835028;Neurod2_+_(303g)
1542;Mfng;Gene;Mfng;-1.8717091;1.3423994;-1.0262595;0.4024086;chr15:78762860-78763811;Neurod2_+_(303g)
1543;Mfng;Gene;Mfng;-1.8717091;1.3423994;-1.0262595;0.4024086;chr15:78655599-78656537;Neurod2_+_(303g)
1544;Mfng;Gene;Mfng;-1.8717091;1.3423994;-1.0262595;0.4024086;chr15:78643320-78644247;Neurod2_+_(303g)
1545;Mfng;Gene;Mfng;-1.8717091;1.3423994;-1.0262595;0.4024086;chr15:78676643-78677585;Neurod2_+_(303g)
1546;Mfng;Gene;Mfng;-1.8717091;1.3423994;-1.0262595;0.4024086;chr15:78615204-78616130;Neurod2_+_(303g)
1547;Mfng;Gene;Mfng;-1.8717091;1.3423994;-1.0262595;0.4024086;chr15:78770670-78771624;Neurod2_+_(303g)
1548;Mfng;Gene;Mfng;-1.8717091;1.3423994;-1.0262595;0.4024086;chr15:78649963-78650858;Neurod2_+_(303g)
1130;Olfm1;Gene;Olfm1;-0.32804257;1.4982412;-0.32394704;0.39666978;chr2:28270293-28271313;Neurod2_+_(303g)
1131;Olfm1;Gene;Olfm1;-0.32804257;1.4982412;-0.32394704;0.39666978;chr2:28307149-28308154;Neurod2_+_(303g)
1132;Olfm1;Gene;Olfm1;-0.32804257;1.4982412;-0.32394704;0.39666978;chr2:28294251-28295169;Neurod2_+_(303g)
1133;Olfm1;Gene;Olfm1;-0.32804257;1.4982412;-0.32394704;0.39666978;chr2:28101038-28101921;Neurod2_+_(303g)
1134;Olfm1;Gene;Olfm1;-0.32804257;1.4982412;-0.32394704;0.39666978;chr2:28209927-28210833;Neurod2_+_(303g)
1135;Olfm1;Gene;Olfm1;-0.32804257;1.4982412;-0.32394704;0.39666978;chr2:28138183-28139229;Neurod2_+_(303g)
1136;Olfm1;Gene;Olfm1;-0.32804257;1.4982412;-0.32394704;0.39666978;chr2:28068230-28069057;Neurod2_+_(303g)
1137;Olfm1;Gene;Olfm1;-0.32804257;1.4982412;-0.32394704;0.39666978;chr2:28256235-28257166;Neurod2_+_(303g)
1138;Olfm1;Gene;Olfm1;-0.32804257;1.4982412;-0.32394704;0.39666978;chr2:28224639-28225563;Neurod2_+_(303g)
1139;Olfm1;Gene;Olfm1;-0.32804257;1.4982412;-0.32394704;0.39666978;chr2:28364379-28365318;Neurod2_+_(303g)
180;Fat1;Gene;Fat1;-0.09489722;0.81581277;-0.2688107;0.39392853;chr8:45049229-45050133;Neurod2_+_(303g)
181;Fat1;Gene;Fat1;-0.09489722;0.81581277;-0.2688107;0.39392853;chr8:44899426-44900222;Neurod2_+_(303g)
182;Fat1;Gene;Fat1;-0.09489722;0.81581277;-0.2688107;0.39392853;chr8:45125363-45126341;Neurod2_+_(303g)
183;Fat1;Gene;Fat1;-0.09489722;0.81581277;-0.2688107;0.39392853;chr8:44920471-44921431;Neurod2_+_(303g)
184;Fat1;Gene;Fat1;-0.09489722;0.81581277;-0.2688107;0.39392853;chr8:44847465-44848521;Neurod2_+_(303g)
324;Sult2b1;Gene;Sult2b1;-2.302083;1.806965;-0.75972867;0.39326197;chr7:45759132-45760049;Neurod2_+_(303g)
325;Sult2b1;Gene;Sult2b1;-2.302083;1.806965;-0.75972867;0.39326197;chr7:45727375-45728232;Neurod2_+_(303g)
326;Sult2b1;Gene;Sult2b1;-2.302083;1.806965;-0.75972867;0.39326197;chr7:45649175-45650127;Neurod2_+_(303g)
327;Sult2b1;Gene;Sult2b1;-2.302083;1.806965;-0.75972867;0.39326197;chr7:45665211-45666175;Neurod2_+_(303g)
328;Sult2b1;Gene;Sult2b1;-2.302083;1.806965;-0.75972867;0.39326197;chr7:45755448-45756315;Neurod2_+_(303g)
329;Sult2b1;Gene;Sult2b1;-2.302083;1.806965;-0.75972867;0.39326197;chr7:45667398-45668282;Neurod2_+_(303g)
330;Sult2b1;Gene;Sult2b1;-2.302083;1.806965;-0.75972867;0.39326197;chr7:45850380-45851236;Neurod2_+_(303g)
331;Sult2b1;Gene;Sult2b1;-2.302083;1.806965;-0.75972867;0.39326197;chr7:45686635-45687607;Neurod2_+_(303g)
332;Sult2b1;Gene;Sult2b1;-2.302083;1.806965;-0.75972867;0.39326197;chr7:45916372-45917290;Neurod2_+_(303g)
451;Tmem184a;Gene;Tmem184a;-0.5604889;0.8996846;-0.2889576;0.38841516;chr5:139732393-139733317;Neurod2_+_(303g)
452;Tmem184a;Gene;Tmem184a;-0.5604889;0.8996846;-0.2889576;0.38841516;chr5:139821642-139822618;Neurod2_+_(303g)
453;Tmem184a;Gene;Tmem184a;-0.5604889;0.8996846;-0.2889576;0.38841516;chr5:139948229-139949207;Neurod2_+_(303g)
454;Tmem184a;Gene;Tmem184a;-0.5604889;0.8996846;-0.2889576;0.38841516;chr5:139688178-139688975;Neurod2_+_(303g)
455;Tmem184a;Gene;Tmem184a;-0.5604889;0.8996846;-0.2889576;0.38841516;chr5:139812785-139813528;Neurod2_+_(303g)
1140;Celsr2;Gene;Celsr2;-0.6277699;0.7621151;-0.12155453;0.3774339;chr3:108499644-108500561;Neurod2_+_(303g)
1141;Celsr2;Gene;Celsr2;-0.6277699;0.7621151;-0.12155453;0.3774339;chr3:108469476-108470443;Neurod2_+_(303g)
1142;Celsr2;Gene;Celsr2;-0.6277699;0.7621151;-0.12155453;0.3774339;chr3:108409581-108410390;Neurod2_+_(303g)
1143;Celsr2;Gene;Celsr2;-0.6277699;0.7621151;-0.12155453;0.3774339;chr3:108300498-108301287;Neurod2_+_(303g)
1144;Celsr2;Gene;Celsr2;-0.6277699;0.7621151;-0.12155453;0.3774339;chr3:108510810-108511716;Neurod2_+_(303g)
1145;Celsr2;Gene;Celsr2;-0.6277699;0.7621151;-0.12155453;0.3774339;chr3:108422531-108423295;Neurod2_+_(303g)
1046;Dbn1;Gene;Dbn1;-0.96749735;0.7568078;-0.25294003;0.37435624;chr13:55376177-55377055;Neurod2_+_(303g)
1047;Dbn1;Gene;Dbn1;-0.96749735;0.7568078;-0.25294003;0.37435624;chr13:55484537-55485282;Neurod2_+_(303g)
1048;Dbn1;Gene;Dbn1;-0.96749735;0.7568078;-0.25294003;0.37435624;chr13:55510999-55511606;Neurod2_+_(303g)
1049;Dbn1;Gene;Dbn1;-0.96749735;0.7568078;-0.25294003;0.37435624;chr13:55496014-55496876;Neurod2_+_(303g)
1050;Dbn1;Gene;Dbn1;-0.96749735;0.7568078;-0.25294003;0.37435624;chr13:55368129-55369028;Neurod2_+_(303g)
1051;Dbn1;Gene;Dbn1;-0.96749735;0.7568078;-0.25294003;0.37435624;chr13:55504082-55504999;Neurod2_+_(303g)
1308;Raph1;Gene;Raph1;-0.40520024;0.95374185;-0.581223;0.3728702;chr1:60625704-60626612;Neurod2_+_(303g)
1309;Raph1;Gene;Raph1;-0.40520024;0.95374185;-0.581223;0.3728702;chr1:60481333-60482190;Neurod2_+_(303g)
1310;Raph1;Gene;Raph1;-0.40520024;0.95374185;-0.581223;0.3728702;chr1:60660746-60661635;Neurod2_+_(303g)
1311;Raph1;Gene;Raph1;-0.40520024;0.95374185;-0.581223;0.3728702;chr1:60609125-60610035;Neurod2_+_(303g)
617;Septin3;Gene;Septin3;-0.18112512;0.670631;-0.5825739;0.37175527;chr15:82184629-82185435;Neurod2_+_(303g)
618;Septin3;Gene;Septin3;-0.18112512;0.670631;-0.5825739;0.37175527;chr15:82290121-82290992;Neurod2_+_(303g)
619;Septin3;Gene;Septin3;-0.18112512;0.670631;-0.5825739;0.37175527;chr15:82135081-82136054;Neurod2_+_(303g)
620;Septin3;Gene;Septin3;-0.18112512;0.670631;-0.5825739;0.37175527;chr15:82374047-82375090;Neurod2_+_(303g)
621;Septin3;Gene;Septin3;-0.18112512;0.670631;-0.5825739;0.37175527;chr15:82195936-82196915;Neurod2_+_(303g)
622;Septin3;Gene;Septin3;-0.18112512;0.670631;-0.5825739;0.37175527;chr15:82277261-82278147;Neurod2_+_(303g)
623;Septin3;Gene;Septin3;-0.18112512;0.670631;-0.5825739;0.37175527;chr15:82216895-82217757;Neurod2_+_(303g)
624;Septin3;Gene;Septin3;-0.18112512;0.670631;-0.5825739;0.37175527;chr15:82184104-82184576;Neurod2_+_(303g)
625;Septin3;Gene;Septin3;-0.18112512;0.670631;-0.5825739;0.37175527;chr15:82215873-82216708;Neurod2_+_(303g)
125;Atg3;Gene;Atg3;-0.22061242;0.7420379;0.2028541;0.3671211;chr16:45176068-45176963;Neurod2_+_(303g)
119;Ndc1;Gene;Ndc1;-2.4324684;1.8092613;-0.19681907;0.36363924;chr4:107366054-107366846;Neurod2_+_(303g)
